r(Angstrom),g_mean,g_se,CN_raw,CN_raw_se,g_smooth,CN_smooth
6.47,0.8539357978,0.02492247137,2.859602726,0.1308200031,0.8036404758,2.858601411
6.49,0.7449479246,0.01878232159,2.893700448,0.1317518414,0.7991393794,2.892789118
6.51,0.7860594266,0.01887361341,2.926562124,0.1325600309,0.8013598329,2.927139682
6.53,0.8048712254,0.02449871796,2.96091887,0.1334970114,0.8050492857,2.961829678
6.55,0.8299379781,0.02296026975,2.99644049,0.1345280638,0.8060806215,2.996835214
6.57,0.8165288118,0.02253813733,3.032431969,0.1355226477,0.8095392625,3.032153493
6.59,0.8224473719,0.02526398612,3.06847979,0.1365741835,0.8201114291,3.067996521
6.61,0.8073286538,0.02805419251,3.104542088,0.1377541831,0.8216371689,3.104324861
6.63,0.8209585349,0.02154593941,3.140792068,0.1388579475,0.8187202049,3.140842436
6.65,0.8186688922,0.02199190584,3.17751432,0.139833086,0.8220487035,3.177590632
6.67,0.8183481848,0.02814912566,3.21439944,0.1409632765,0.8283533138,3.214777789
6.69,0.8539779977,0.02018306104,3.252309232,0.1420583034,0.8342959355,3.252466215
6.71,0.8166871466,0.02200047357,3.29040352,0.1430203546,0.8334595622,3.290496635
6.73,0.860544184,0.02933485518,3.32888175,0.144198474,0.8353269191,3.328778276
6.75,0.8297880444,0.02599875747,3.367886562,0.1454751506,0.8365055492,3.367358365
6.77,0.828633166,0.02445677497,3.406384468,0.146646301,0.8319595644,3.406089193
6.79,0.8068932232,0.02589237847,3.444574469,0.1478221129,0.8277994799,3.444846267
6.81,0.8594553275,0.01802136452,3.483719236,0.1488530662,0.8334147303,3.483867189
6.83,0.8249028641,0.02269328904,3.523514082,0.149815377,0.8321964776,3.523221399
6.85,0.8226789976,0.02443309543,3.562670885,0.1509355187,0.8388686336,3.562936932
6.87,0.857173061,0.01767715634,3.602831005,0.1519417148,0.8447755043,3.603185711
6.89,0.8623327799,0.01623770469,3.644177058,0.1527571004,0.8528288549,3.644005342
