r(Angstrom),g_mean,g_se,CN_raw,CN_raw_se,g_smooth,CN_smooth
5.17,0.3788741492,0.01731165299,1.440900411,0.07005850272,0.3911992844,1.440947853
5.19,0.389570848,0.01438814094,1.458228358,0.07077302004,0.3866507603,1.458486539
5.21,0.3993565845,0.01713356654,1.476155701,0.07148951533,0.3810187333,1.475929499
5.23,0.3688862058,0.01805811799,1.493744045,0.07229540617,0.3821358543,1.493404106
5.25,0.3674972886,0.01930412098,1.510734888,0.07315759458,0.3798650192,1.510985954
5.27,0.3880621207,0.01302837483,1.52830346,0.07390877023,0.3810928416,1.528678331
5.29,0.3691277301,0.01605256542,1.546040572,0.07459032183,0.3727094172,1.546337018
5.31,0.3924712222,0.01982615702,1.564020159,0.07543757351,0.3675529736,1.563810417
5.33,0.3559466691,0.01957186329,1.581816844,0.07637457119,0.3640958889,1.581211234
5.35,0.3610188974,0.01872932655,1.598997657,0.07729229156,0.3594943794,1.598549923
5.37,0.3280012589,0.01183524298,1.615629302,0.07802957344,0.3548109426,1.615794566
5.39,0.3633321251,0.02016953595,1.63244775,0.07880877704,0.354510939,1.633047326
5.41,0.3516004702,0.01912118785,1.64996547,0.07977146596,0.3505624175,1.65032416
5.43,0.364736409,0.01170512902,1.667650125,0.08053176744,0.3508051713,1.66763811
5.45,0.3546382,0.01526243024,1.68553895,0.08120273469,0.3504741301,1.685077825
5.47,0.3473680266,0.01471571394,1.703124708,0.08195368695,0.3543997313,1.702736449
5.49,0.3347421352,0.01771545067,1.720336956,0.08277238083,0.3494300017,1.720497507
5.51,0.3449251158,0.01293034731,1.737615083,0.08355095671,0.3464205281,1.738185795
5.53,0.361905723,0.01592233094,1.755715256,0.08429001502,0.3428787981,1.755835165
5.55,0.3544336517,0.01868188825,1.77418978,0.08518275475,0.3437518308,1.773544243
5.57,0.3277495054,0.01442324047,1.791908842,0.08604235219,0.3472399091,1.791494951
5.59,0.3377336082,0.01686396988,1.8093221,0.08686120888,0.3465028529,1.809646616
5.61,0.3532315808,0.01644577244,1.827532448,0.08773897556,0.3501574955,1.828005933
5.63,0.3599292741,0.01234064599,1.84646137,0.08850261972,0.3495161561,1.846576192
5.65,0.3605304098,0.01427872029,1.865719778,0.08921435624,0.35915192,1.865520259
5.67,0.3460029407,0.01777236706,1.884738669,0.09007752176,0.3641847132,1.884993364
5.69,0.3849123844,0.01611723936,1.904558335,0.09099614981,0.3630829657,1.904710319
5.71,0.3455086177,0.01790047093,1.92449681,0.09192508594,0.3563255606,1.924351255
